timestamps,TP9,AF7,AF8,TP10,Right AUX
1621213376.467,-62.988,-20.996,-40.527,-17.578,0.000
1621213376.471,-40.527,-23.438,-41.504,-24.902,0.000
1621213376.475,-27.344,-31.250,-41.016,-26.855,0.000
1621213376.479,-31.738,-34.180,-42.969,-25.391,0.000
1621213376.483,-37.598,-25.391,-40.039,-30.273,0.000
1621213376.486,-48.828,-20.020,-37.109,-22.949,0.000
1621213376.490,-44.922,-25.391,-44.922,-18.066,0.000
1621213376.494,-42.480,-31.738,-44.922,-17.090,0.000
1621213376.498,-41.992,-31.250,-36.133,-36.133,0.000
1621213376.502,-40.039,-37.109,-36.621,-41.016,0.000
1621213376.506,-29.297,-31.250,-38.086,-16.602,0.000
1621213376.510,-10.254,-22.461,-35.156,-20.996,0.000
1621213376.514,-21.973,-29.297,-37.109,-33.203,0.000
1621213376.518,-51.270,-39.551,-36.621,-51.270,0.000
1621213376.522,-45.898,-27.344,-41.016,-47.852,0.000
1621213376.525,-30.273,-16.602,-50.293,-32.715,0.000
1621213376.529,-54.688,-33.691,-49.316,-43.945,0.000
1621213376.533,-55.176,-36.621,-48.828,-37.109,0.000
1621213376.537,-30.762,-19.531,-54.688,-44.922,0.000
1621213376.541,-21.484,-26.855,-45.898,-37.109,0.000
1621213376.545,-40.039,-30.762,-38.574,-13.184,0.000
1621213376.549,-66.406,-41.992,-42.480,-31.250,0.000
1621213376.553,-51.758,-45.898,-36.133,-26.367,0.000
1621213376.557,-23.438,-23.438,-31.250,-14.648,0.000
1621213376.561,-39.062,-21.973,-31.738,-25.879,0.000
1621213376.565,-32.715,-28.320,-29.297,-20.996,0.000
1621213376.568,-30.762,-26.855,-36.621,-36.133,0.000
1621213376.572,-41.016,-33.203,-41.016,-36.133,0.000
1621213376.576,-28.320,-32.715,-35.645,-21.973,0.000
1621213376.580,-52.734,-28.320,-30.762,-37.109,0.000
1621213376.584,-51.758,-29.785,-27.344,-30.273,0.000
1621213376.588,-32.715,-32.227,-31.250,-25.391,0.000
1621213376.592,-42.480,-40.527,-35.645,-23.926,0.000
1621213376.596,-46.875,-34.180,-36.133,-19.043,0.000
1621213376.600,-31.250,-26.367,-39.062,-33.691,0.000
1621213376.604,-24.902,-38.574,-35.156,-25.879,0.000
1621213376.607,-15.625,-43.457,-28.809,-8.789,0.000
1621213376.611,-16.602,-29.785,-33.691,-1.953,0.000
1621213376.615,-30.273,-24.414,-37.598,-8.789,0.000
1621213376.619,-30.273,-26.367,-38.086,-25.391,0.000
1621213376.623,-20.508,-18.066,-39.551,-24.902,0.000
1621213376.627,-22.949,-13.672,-37.109,-21.973,0.000
1621213376.631,-20.996,-19.531,-38.086,-20.508,0.000
1621213376.635,-10.254,-32.227,-40.039,-26.855,0.000
1621213376.639,-5.371,-58.594,-38.086,-26.855,0.000
1621213376.643,-3.418,-46.875,-41.504,-22.461,0.000
1621213376.647,-11.719,-22.461,-42.969,-18.066,0.000
1621213376.650,-13.184,-22.949,-35.645,-19.531,0.000
1621213376.654,-7.324,-27.832,-31.250,-12.207,0.000
1621213376.658,-8.301,-42.969,-29.297,-9.277,0.000
1621213376.662,-18.555,-41.016,-32.715,-26.855,0.000
1621213376.666,-10.254,-23.926,-36.621,-28.809,0.000
1621213376.670,-6.836,-31.250,-35.156,-21.484,0.000
1621213376.674,-24.414,-45.898,-39.062,-14.648,0.000
1621213376.678,-39.062,-34.668,-39.551,-17.578,0.000
1621213376.682,-30.273,-29.297,-37.598,-17.090,0.000
1621213376.686,-32.715,-37.598,-38.086,-18.555,0.000
1621213376.690,-33.203,-49.805,-40.039,-15.625,0.000
1621213376.693,-11.230,-40.527,-39.062,0.488,0.000
1621213376.697,-33.203,-24.414,-47.363,-26.367,0.000
1621213376.701,-44.434,-39.062,-52.734,-46.875,0.000
1621213376.705,-29.297,-39.551,-43.457,-36.133,0.000
1621213376.709,-27.832,-36.133,-39.551,-37.109,0.000
1621213376.713,-30.273,-41.504,-37.598,-23.438,0.000
1621213376.717,-40.527,-31.738,-34.180,-13.672,0.000
1621213376.721,-41.992,-13.672,-38.086,-11.230,0.000
1621213376.725,-24.414,-24.414,-40.039,10.254,0.000
